eid,pid,target_prefix,bin_start,bin_end,bin_size,step_size,bin_idx,time,n_trials,n_units,n_pos,n_neg,overlap_topk,cosine2_top1,expected_random_overlap,expected_random_cosine2,k_eff,n_eff,null_pval
b9c205c3-feac-485b-a89d-afc96d9cb280,ea931b15-6214-4b80-8d88-7acbbe071bc0,VISp,0.24,0.32,0.08,0.02,12,0.28,653,13,120.0,164.0,0.39483905659341,0.25906608194082165,0.23076923076923078,0.07692307692307693,3.0,13.0,0.16456708658268346
b9c205c3-feac-485b-a89d-afc96d9cb280,ea931b15-6214-4b80-8d88-7acbbe071bc0,VISp,0.26,0.34,0.08,0.02,13,0.30000000000000004,653,13,120.0,164.0,0.5752349566875492,0.18469029933480674,0.23076923076923078,0.07692307692307693,3.0,13.0,0.1357728454309138
b9c205c3-feac-485b-a89d-afc96d9cb280,ea931b15-6214-4b80-8d88-7acbbe071bc0,VISp,0.28,0.36000000000000004,0.08,0.02,14,0.32000000000000006,653,13,120.0,164.0,0.4939184863726437,0.14581749738229566,0.23076923076923078,0.07692307692307693,3.0,13.0,0.1245750849830034
b9c205c3-feac-485b-a89d-afc96d9cb280,ea931b15-6214-4b80-8d88-7acbbe071bc0,VISp,0.3,0.38,0.08,0.02,15,0.33999999999999997,653,13,120.0,164.0,0.5880772368926724,0.19218928308487607,0.23076923076923078,0.07692307692307693,3.0,13.0,0.08638272345530894
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.0,0.08,0.08,0.02,0,0.04,688,57,186.0,128.0,0.6433950509943357,0.5338978958050838,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0003999200159968006
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.02,0.1,0.08,0.02,1,0.060000000000000005,688,57,186.0,128.0,0.5918550835418301,0.4431050753449795,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0011997600479904018
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.04,0.12,0.08,0.02,2,0.08,688,57,186.0,128.0,0.6889114452395141,0.5669938556851621,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.06,0.14,0.08,0.02,3,0.1,688,57,186.0,128.0,0.6659068442530912,0.6032794930707936,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.08,0.16,0.08,0.02,4,0.12,688,57,186.0,128.0,0.6966412768968099,0.638053890849494,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.1,0.18,0.08,0.02,5,0.14,688,57,186.0,128.0,0.8381212071949671,0.7572634294002831,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.12,0.2,0.08,0.02,6,0.16,688,57,186.0,128.0,0.9048806709903823,0.7895446242457139,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.14,0.22000000000000003,0.08,0.02,7,0.18000000000000002,688,57,186.0,128.0,0.9528244034758444,0.862159413047579,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.16,0.24,0.08,0.02,8,0.2,688,57,186.0,128.0,0.9460578381205326,0.8676993615570358,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.18,0.26,0.08,0.02,9,0.22,688,57,186.0,128.0,0.9430347870572167,0.8779223551465035,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.2,0.28,0.08,0.02,10,0.24000000000000002,688,57,186.0,128.0,0.9395837368813283,0.8746923905604175,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.22,0.3,0.08,0.02,11,0.26,688,57,186.0,128.0,0.9300321915180729,0.8597296299494899,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.24,0.32,0.08,0.02,12,0.28,688,57,186.0,128.0,0.9083462573357267,0.8343520654385358,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.26,0.34,0.08,0.02,13,0.30000000000000004,688,57,186.0,128.0,0.8566355467571475,0.8177163562738404,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.28,0.36000000000000004,0.08,0.02,14,0.32000000000000006,688,57,186.0,128.0,0.8687582253712447,0.8181571663741459,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
e1931de1-cf7b-49af-af33-2ade15e8abe7,9150758e-1390-41d1-b426-96675e60dbea,VISp,0.3,0.38,0.08,0.02,15,0.33999999999999997,688,57,186.0,128.0,0.7659543112394462,0.7356009803465393,0.05263157894736842,0.017543859649122806,3.0,57.0,0.0001999600079984003
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.0,0.08,0.08,0.02,0,0.04,692,146,171.0,152.0,0.5160293752251319,0.35662598324933925,0.02054794520547945,0.00684931506849315,3.0,146.0,0.0001999600079984003
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.02,0.1,0.08,0.02,1,0.060000000000000005,692,146,171.0,152.0,0.6047440713813779,0.47492972379409815,0.02054794520547945,0.00684931506849315,3.0,146.0,0.0001999600079984003
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.04,0.12,0.08,0.02,2,0.08,692,146,171.0,152.0,0.6633041459871686,0.5552007447978975,0.02054794520547945,0.00684931506849315,3.0,146.0,0.0001999600079984003
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.06,0.14,0.08,0.02,3,0.1,692,146,171.0,152.0,0.5792668118585652,0.407648098623539,0.02054794520547945,0.00684931506849315,3.0,146.0,0.0001999600079984003
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.08,0.16,0.08,0.02,4,0.12,692,146,171.0,152.0,0.4282739780451095,0.12655376970135618,0.02054794520547945,0.00684931506849315,3.0,146.0,0.017996400719856028
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.1,0.18,0.08,0.02,5,0.14,692,146,171.0,152.0,0.21037441952934807,0.0025129168115125044,0.02054794520547945,0.00684931506849315,3.0,146.0,0.7826434713057389
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.12,0.2,0.08,0.02,6,0.16,692,146,171.0,152.0,0.2161655059427543,0.0956227188383613,0.02054794520547945,0.00684931506849315,3.0,146.0,0.005198960207958408
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.14,0.22000000000000003,0.08,0.02,7,0.18000000000000002,692,146,171.0,152.0,0.24094662956957888,0.12791497780088873,0.02054794520547945,0.00684931506849315,3.0,146.0,0.0001999600079984003
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.16,0.24,0.08,0.02,8,0.2,692,146,171.0,152.0,0.24430093147747967,0.11139425341440831,0.02054794520547945,0.00684931506849315,3.0,146.0,0.0003999200159968006
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.18,0.26,0.08,0.02,9,0.22,692,146,171.0,152.0,0.17410476166786495,0.08119608436131169,0.02054794520547945,0.00684931506849315,3.0,146.0,0.001799640071985603
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.2,0.28,0.08,0.02,10,0.24000000000000002,692,146,171.0,152.0,0.2128136978403914,0.0816364057684242,0.02054794520547945,0.00684931506849315,3.0,146.0,0.0007998400319936012
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.22,0.3,0.08,0.02,11,0.26,692,146,171.0,152.0,0.22256198365090052,0.07877271008183918,0.02054794520547945,0.00684931506849315,3.0,146.0,0.0009998000399920016
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.24,0.32,0.08,0.02,12,0.28,692,146,171.0,152.0,0.202251236925416,0.11203638321895783,0.02054794520547945,0.00684931506849315,3.0,146.0,0.0001999600079984003
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.26,0.34,0.08,0.02,13,0.30000000000000004,692,146,171.0,152.0,0.21934070243474063,0.1438931967165592,0.02054794520547945,0.00684931506849315,3.0,146.0,0.0003999200159968006
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.28,0.36000000000000004,0.08,0.02,14,0.32000000000000006,692,146,171.0,152.0,0.27634378509131585,0.20828039065502948,0.02054794520547945,0.00684931506849315,3.0,146.0,0.0001999600079984003
07dc4b76-5b93-4a03-82a0-b3d9cc73f412,97207d87-3fcd-4ebb-b0c7-087bdbf8a95c,VISp,0.3,0.38,0.08,0.02,15,0.33999999999999997,692,146,171.0,152.0,0.36162881661187174,0.32714915763403957,0.02054794520547945,0.00684931506849315,3.0,146.0,0.0001999600079984003
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.0,0.08,0.08,0.02,0,0.04,655,124,176.0,124.0,0.6358029092941913,0.6209811047347459,0.024193548387096774,0.008064516129032258,3.0,124.0,0.0001999600079984003
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.02,0.1,0.08,0.02,1,0.060000000000000005,655,124,176.0,124.0,0.3959443377651423,0.35038273098915995,0.024193548387096774,0.008064516129032258,3.0,124.0,0.0003999200159968006
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.04,0.12,0.08,0.02,2,0.08,655,124,176.0,124.0,0.13804604291732983,0.00041048365830336,0.024193548387096774,0.008064516129032258,3.0,124.0,0.7650469906018796
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.06,0.14,0.08,0.02,3,0.1,655,124,176.0,124.0,0.496565423661903,0.09600276218020606,0.024193548387096774,0.008064516129032258,3.0,124.0,0.012397520495900819
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.08,0.16,0.08,0.02,4,0.12,655,124,176.0,124.0,0.538297477533292,0.16591788551200332,0.024193548387096774,0.008064516129032258,3.0,124.0,0.009798040391921616
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.1,0.18,0.08,0.02,5,0.14,655,124,176.0,124.0,0.5498569067913617,0.2346107881266219,0.024193548387096774,0.008064516129032258,3.0,124.0,0.004199160167966407
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.12,0.2,0.08,0.02,6,0.16,655,124,176.0,124.0,0.5336783339112408,0.10238576352725015,0.024193548387096774,0.008064516129032258,3.0,124.0,0.020595880823835233
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.14,0.22000000000000003,0.08,0.02,7,0.18000000000000002,655,124,176.0,124.0,0.5467502883702903,0.08543362111172427,0.024193548387096774,0.008064516129032258,3.0,124.0,0.02439512097580484
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.16,0.24,0.08,0.02,8,0.2,655,124,176.0,124.0,0.7071904563311261,0.27964710652792335,0.024193548387096774,0.008064516129032258,3.0,124.0,0.002599480103979204
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.18,0.26,0.08,0.02,9,0.22,655,124,176.0,124.0,0.8080094990432543,0.46218342481844954,0.024193548387096774,0.008064516129032258,3.0,124.0,0.0001999600079984003
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.2,0.28,0.08,0.02,10,0.24000000000000002,655,124,176.0,124.0,0.8914613866218848,0.5206968190224507,0.024193548387096774,0.008064516129032258,3.0,124.0,0.0001999600079984003
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.22,0.3,0.08,0.02,11,0.26,655,124,176.0,124.0,0.8811931263153553,0.5090454629368641,0.024193548387096774,0.008064516129032258,3.0,124.0,0.0001999600079984003
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.24,0.32,0.08,0.02,12,0.28,655,124,176.0,124.0,0.8525317994522728,0.4864485643803271,0.024193548387096774,0.008064516129032258,3.0,124.0,0.0001999600079984003
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.26,0.34,0.08,0.02,13,0.30000000000000004,655,124,176.0,124.0,0.7345425161615066,0.3841431486348803,0.024193548387096774,0.008064516129032258,3.0,124.0,0.0003999200159968006
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.28,0.36000000000000004,0.08,0.02,14,0.32000000000000006,655,124,176.0,124.0,0.24420558456166552,0.06520773947408738,0.024193548387096774,0.008064516129032258,3.0,124.0,0.020995800839832032
aa3432cd-62bd-40bc-bc1c-a12d53bcbdcf,cc9d666c-6fe5-418d-9b37-114428d25454,VISp,0.3,0.38,0.08,0.02,15,0.33999999999999997,655,124,176.0,124.0,0.21696334366557818,0.17551920663450493,0.024193548387096774,0.008064516129032258,3.0,124.0,0.002599480103979204
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.0,0.08,0.08,0.02,0,0.04,443,120,98.0,105.0,0.04148564570859728,0.02793489408899496,0.025,0.008333333333333333,3.0,120.0,0.04059188162367527
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.02,0.1,0.08,0.02,1,0.060000000000000005,443,120,98.0,105.0,0.07718365441365947,0.050250734894715744,0.025,0.008333333333333333,3.0,120.0,0.0649870025994801
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.04,0.12,0.08,0.02,2,0.08,443,120,98.0,105.0,0.020520834795846873,0.01980629634446381,0.025,0.008333333333333333,3.0,120.0,0.09078184363127374
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.06,0.14,0.08,0.02,3,0.1,443,120,98.0,105.0,0.16709555983141233,0.1534879167638872,0.025,0.008333333333333333,3.0,120.0,0.0007998400319936012
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.08,0.16,0.08,0.02,4,0.12,443,120,98.0,105.0,0.025280525412640156,0.003319242403175498,0.025,0.008333333333333333,3.0,120.0,0.4957008598280344
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.1,0.18,0.08,0.02,5,0.14,443,120,98.0,105.0,0.0681402607533481,3.512450631754054e-05,0.025,0.008333333333333333,3.0,120.0,0.9312137572485503
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.12,0.2,0.08,0.02,6,0.16,443,120,98.0,105.0,0.40334213247374623,0.28896129444047425,0.025,0.008333333333333333,3.0,120.0,0.0003999200159968006
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.14,0.22000000000000003,0.08,0.02,7,0.18000000000000002,443,120,98.0,105.0,0.6146033512205992,0.5784683407577821,0.025,0.008333333333333333,3.0,120.0,0.0001999600079984003
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.16,0.24,0.08,0.02,8,0.2,443,120,98.0,105.0,0.7515309813343212,0.7384359554627746,0.025,0.008333333333333333,3.0,120.0,0.0001999600079984003
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.18,0.26,0.08,0.02,9,0.22,443,120,98.0,105.0,0.88992514336821,0.8216172724256918,0.025,0.008333333333333333,3.0,120.0,0.0001999600079984003
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.2,0.28,0.08,0.02,10,0.24000000000000002,443,120,98.0,105.0,0.931691522450081,0.8897197876464354,0.025,0.008333333333333333,3.0,120.0,0.0001999600079984003
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.22,0.3,0.08,0.02,11,0.26,443,120,98.0,105.0,0.9377812977641311,0.9128235825149925,0.025,0.008333333333333333,3.0,120.0,0.0001999600079984003
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.24,0.32,0.08,0.02,12,0.28,443,120,98.0,105.0,0.9190595124205946,0.9059142253318457,0.025,0.008333333333333333,3.0,120.0,0.0001999600079984003
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.26,0.34,0.08,0.02,13,0.30000000000000004,443,120,98.0,105.0,0.8909128528228224,0.8784456625297771,0.025,0.008333333333333333,3.0,120.0,0.0001999600079984003
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.28,0.36000000000000004,0.08,0.02,14,0.32000000000000006,443,120,98.0,105.0,0.8641585956194664,0.8580005780611196,0.025,0.008333333333333333,3.0,120.0,0.0001999600079984003
872ce8ff-9fb3-485c-be00-bc5479e0095b,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,VISp,0.3,0.38,0.08,0.02,15,0.33999999999999997,443,120,98.0,105.0,0.8676447121147709,0.8655019032618078,0.025,0.008333333333333333,3.0,120.0,0.0001999600079984003
